PG.ProteinGroups,PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,PG.ProteinNames,P1,P2,P3,S1,S2,S3,T1,T2,T3,S1_cf,S2_cf,S3_cf,P1_cf,P2_cf,P3_cf,T1_cf,T2_cf,T3_cf,S/T_mean,S/SP_mean,S/P_mean,S/P_pval,S/T_pval,log2(S/T),S/P_pval_adj,-logPval_S/T,-logPval_S/P
P34228,P34228,SEF1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Putative transcription factor SEF1,SEF1_YEAST,94.46327209472656,101.62126922607422,113.83197784423828,66.26206970214844,39.50334167480469,63.811519622802734,72.91410064697266,80.01393127441406,84.75818634033203,19.453174114187956,10.095563604240597,18.859595843859474,66.73080784006645,75.6507071541109,80.18875622940084,72.91410064697266,80.01393127441406,84.75818634033203,0.20366487344665946,0.1786426408112237,0.2174968529991163,0.00044395762357769423,0.0001783627162404057,-2.295730918089886,0.0014219271491683785,3.748695922511949,2.847122653623586
P34232,P34232,MTR2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),mRNA transport regulator MTR2,MTR2_YEAST,158.49888610839844,142.83984375,174.2205047607422,138.65859985351562,131.4717559814453,182.34539794921875,146.51385498046875,165.39468383789062,164.4980010986328,40.707299024988025,33.599220177325485,53.892471604470174,111.96688911175843,106.33536927619477,122.7293582260238,146.51385498046875,165.39468383789062,164.4980010986328,0.2690957828352246,0.27321105822883207,0.3759152658033335,0.0009169823389187087,0.0001719297609254543,-1.8938083130891936,0.002130383307986792,3.7646489407243395,2.6715422493468224
P34233,P34233,ASH1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Transcriptional regulatory protein ASH1,ASH1_YEAST,159.53526306152344,160.47030639648438,169.07611083984375,106.0472183227539,117.86239624023438,112.52810668945312,149.88351440429688,161.2709503173828,131.6860809326172,31.133271442182963,30.121181331613943,33.257860426809444,112.6990072120028,119.46015089738773,119.10539808860608,149.88351440429688,161.2709503173828,131.6860809326172,0.21342289934397132,0.212017086772835,0.26906305100515965,0.00011100969873224785,0.005050495843470452,-2.2282131155498925,0.0006456993647968597,2.296665981977988,3.189969640828719
P34234,P34234,LOT5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein LOT5,LOT5_YEAST,164.12303161621094,196.42308044433597,192.2117156982422,226.98802185058597,216.25889587402344,227.49610900878903,203.82376098632807,182.6644744873047,158.3278350830078,66.63899166963961,55.26761397179553,67.23683587725084,115.93990174221294,146.22475245753114,135.4032382328618,203.82376098632807,182.6644744873047,158.3278350830078,0.34716935079656774,0.32237904838972903,0.4757512996368258,0.007441030902729529,0.007842503934478112,-1.5262885071440528,0.009780111320052938,2.1055452547504974,2.009656201918986
P34237,P34237,COY1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein CASP,CASP_YEAST,819.1270751953125,827.505126953125,838.42236328125,299.4206237792969,299.069580078125,336.0946044921875,699.07373046875,703.0606689453125,637.6131591796875,87.90370650871131,76.43090026730417,99.3332934788687,578.6482962038484,616.0260396707763,590.6253038881142,699.07373046875,703.0606689453125,637.6131591796875,0.12926496670826415,0.12868329785869442,0.147688317626012,1.6854622854398444e-05,0.0005189313194553765,-2.951596764863788,0.00025857062864171986,3.2848901172099176,3.587420808702625
P34239,P34239,LST4,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein LST4,LST4_YEAST,609.4361572265625,642.9014892578125,618.109375,304.7871398925781,453.868896484375,443.7502746582031,427.4664916992188,544.0923461914062,556.7894897460938,89.47920472069775,115.99176470093283,131.15109756240224,430.5182977135574,478.6001263631672,435.42616875905503,427.4664916992188,544.0923461914062,556.7894897460938,0.2202521904836646,0.20023122931792617,0.25036140026718123,9.404914670212088e-05,0.006718579369434281,-2.18277172757275,0.0005951453616604526,2.172722547963985,3.225376946781027
P34240,P34240,ZRT3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Zinc-regulated transporter 3,ZRT3_YEAST,131.8156280517578,123.55811309814452,107.3327178955078,31.10200881958008,132.4187774658203,26.73140525817871,86.7937240600586,95.50550842285156,103.04147338867188,9.130906951563022,33.841243136010725,7.900509226041331,93.11728411248387,91.98132144667117,75.61036286779735,86.7937240600586,95.50550842285156,103.04147338867188,0.17828742365454997,0.16327233310422667,0.19513198805766827,0.003790639880470128,0.003389470068713506,-2.487723155643628,0.0056813128015872775,2.4698681968481973,2.24555129868904
P34241,P34241,URB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Nucleolar pre-ribosomal-associated protein 1,URB1_YEAST,1779.8887939453125,1755.130615234375,1866.8878173828125,611.4822387695312,663.0667724609375,583.2593383789062,1438.7760009765625,1480.554931640625,1356.32373046875,179.51854676418986,169.45484841115075,172.38322263762916,1257.3502320176651,1306.5854540246385,1315.1261616537565,1438.7760009765625,1480.554931640625,1356.32373046875,0.12193609140469792,0.11847887238439277,0.13440275981230504,0.00018187262271901827,0.0007917162132559858,-3.0358028878465584,0.0008477483143950754,3.1014304612172796,3.071733065070543
P34243,P34243,HCS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),DNA polymerase alpha-associated DNA helicase A,HCS1_YEAST,2448.97509765625,2620.870361328125,2587.492919921875,2153.48974609375,2113.27294921875,2199.31201171875,2167.0908203125,2171.0498046875,2328.21240234375,632.2200796351195,540.072828460644,650.0101536641536,1730.006626098338,1951.0747868404903,1822.7552830965594,2167.0908203125,2171.0498046875,2328.21240234375,0.2733583196517309,0.24873987147473042,0.33109686249822556,0.0004119137506485465,5.0962993662220726e-05,-1.8711348103041698,0.001359799826683867,4.29274506864766,2.8665250185158166
P34244,P34244,HSL1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Probable serine/threonine-protein kinase HSL1,HSL1_YEAST,85.88958740234375,92.77859497070312,96.45952606201172,25.39117813110352,32.85519027709961,23.78165435791016,69.87101745605469,61.94661712646485,80.45130920410156,7.4543250968314245,8.39654695297436,7.028705668502388,60.674179766512175,69.06788678936947,67.95076012800483,69.87101745605469,61.94661712646485,80.45130920410156,0.10778579904419455,0.10372819655440325,0.11573296867717373,0.0016563293407231012,0.006881806459863502,-3.213760981714363,0.003117796718900454,2.1622975454022773,2.5061522043292843
P34246,P34246,MTC2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Maintenance of telomere capping protein 2,MTC2_YEAST,33.504940032958984,70.7820053100586,54.91407012939453,54.69044494628906,57.290077209472656,71.62211608886719,48.441139221191406,44.49409484863281,50.363868713378906,16.055984256224892,14.641182083311575,21.16803001875748,23.66858214259498,52.69279547748497,38.68412959665646,48.441139221191406,44.49409484863281,50.363868713378906,0.36193664406092396,0.31073619155274423,0.4508233099497238,0.12173136902947154,0.0003507530736962937,-1.4661909149782952,0.12717005080007537,3.454998514502053,0.8956151552263257
P34247,P34247,UTP11,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),U3 small nucleolar RNA-associated protein 11,UTP11_YEAST,603.680419921875,620.1624755859375,594.8328247070312,223.37144470214844,250.67889404296875,173.33865356445312,499.8062133789063,444.7262573242188,493.3352966308594,65.57723936878041,64.06406677907947,51.230514014841944,426.45232591795997,461.6723466044101,419.02903982698723,499.8062133789063,444.7262573242188,493.3352966308594,0.12579169258245804,0.12155155688582653,0.13837073517361595,0.0004068941938818535,0.0009378665147979678,-2.990891446643412,0.0013513905015902067,3.027858969736064,2.8692191378910326
P34248,P34248,YKL100C,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Probable intramembrane protease YKL100C,YKK0_YEAST,105.97246551513672,95.04003143310548,79.25569152832031,34.35095977783203,,,76.23314666748047,79.70743560791016,51.85469818115234,10.084731801336524,,,74.86113995222735,70.75138541980118,55.831546179874735,76.23314666748047,79.70743560791016,51.85469818115234,0.14559616242264342,0.13057583814283033,0.15018657620914097,,,-2.7799557649468025,,,
P34250,P34250,SEG2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Eisosome protein SEG2,SEG2_YEAST,127.59237670898438,128.7249298095703,107.78915405273438,77.01178741455078,107.62372589111328,100.04623413085938,102.90148162841795,75.6081771850586,94.03440856933594,22.60906905193622,27.504563512713553,29.568823193075897,90.13389207486411,95.82769475938265,75.93189859474579,102.90148162841795,75.6081771850586,94.03440856933594,0.2923654017601658,0.2332788880882224,0.3042552037031485,0.004941535079631824,0.011312792107994435,-1.774155500636496,0.007052798389125529,1.9464301937091935,2.151638530694138
P34253,P34253,KTI12,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein KTI12,KTI12_YEAST,1141.7767333984375,1156.314208984375,1226.4813232421875,909.0287475585938,980.3474731445312,913.8869018554688,1030.977783203125,1051.4112548828125,1005.437255859375,266.8720518472754,250.53982396885667,270.10072347238025,806.5746835052026,860.8039268571698,863.9928226843055,1030.977783203125,1051.4112548828125,1005.437255859375,0.2550378565117756,0.23728234901127684,0.3111011639807783,0.0003706749658207722,2.8632110950315758e-05,-1.9712166856534712,0.001283576312586891,4.543146631710238,2.8915783060730478
P34730,P34730,BMH2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein BMH2,BMH2_YEAST,6585.04248046875,6552.134765625,6067.375,14642.2099609375,16049.4970703125,15003.1708984375,6744.28515625,6224.34912109375,6619.60498046875,4298.650209191685,4101.645876524801,4434.210957417367,4651.810112423214,4877.65634264864,4274.1526945364185,6744.28515625,6224.34912109375,6619.60498046875,0.6552149416908407,0.4818096794897972,0.9297928973575078,0.20299834896247276,0.0007020948024029574,-0.6099598379427985,0.20895596228299756,3.153604242028806,0.679945232322879
P34756,P34756,FAB1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),1-phosphatidylinositol 3-phosphate 5-kinase FAB1,FAB1_YEAST,440.9936218261719,438.6196899414063,495.1280822753906,218.3394775390625,210.82862854003903,199.8831024169922,339.0678405761719,375.62200927734375,351.005126953125,64.09995781388184,53.879842534392424,59.07576797864181,311.52700921970313,326.5250470545232,348.79219217503623,339.0678405761719,375.62200927734375,351.005126953125,0.16614094293421916,0.15212268768744414,0.17941591958927974,0.000827021811670864,0.0006544105782742895,-2.5895204472985176,0.0020084144904311163,3.1841496890906744,2.697146653912124
P34758,P34758,SCD5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein SCD5,SCD5_YEAST,95.6990737915039,78.79501342773438,93.83182525634766,40.7265510559082,81.02943420410156,48.06599426269531,84.94569396972656,59.89062881469727,65.68780517578125,11.956473625442156,20.70806600508134,14.205980847755372,67.60380370107559,58.657981064620564,66.09968046357588,84.94569396972656,59.89062881469727,65.68780517578125,0.22263728596058452,0.19592079353291716,0.24365857487316792,0.00022357119169965346,0.011665521255176696,-2.167232868039589,0.000952937914477431,1.9330958506817029,3.020935393462612
P34760,P34760,TSA1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Peroxiredoxin TSA1,TSA1_YEAST,31908.142578125,33444.18359375,29003.625,70479.109375,75853.6796875,73982.6640625,44420.35546875,46577.578125,40083.79296875,20691.209801439658,19385.338440602583,21865.693716721627,22540.571416784198,24897.112172752997,20431.557625014742,44420.35546875,46577.578125,40083.79296875,0.47254673540807923,0.47717074363954876,0.9126703179566823,0.26956021620296133,0.0030197706424031196,-1.081471074321571,0.2754832016079464,2.5200260413214433,0.5599048783780758
P34761,P34761,WHI3,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein WHI3,WHI3_YEAST,797.1832275390625,824.6765747070312,885.1881713867188,276.525390625,302.130126953125,287.6908874511719,640.0581665039062,657.9406127929688,685.8274536132812,81.18213926915035,77.21306056894845,85.0274981282769,563.1467086688274,613.9203586527277,623.5694032269819,640.0581665039062,657.9406127929688,685.8274536132812,0.12270363902250095,0.11908789222732315,0.13518703077930028,0.0011316967267136992,0.00038003593943887595,-3.0267500592372745,0.002418846300503456,3.4201753308517784,2.616391726910519
P34909,P34909,MOT2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),General negative regulator of transcription subunit 4,NOT4_YEAST,1384.4754638671875,1414.34619140625,1537.953125,615.7581176757812,652.9634399414062,571.3375244140625,1113.7899169921875,1166.733154296875,1153.056396484375,180.77385643423733,166.87281783496852,168.8597116096566,978.02208297383,1052.8926705547676,1083.4086393686653,1113.7899169921875,1166.733154296875,1153.056396484375,0.15042796904124073,0.14225574244710684,0.16584866782198726,0.0010848659780416693,0.00010457971339598765,-2.7328552629405873,0.002358811747987959,3.9805525527024965,2.627306717898793
P35056,P35056,PEX5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Peroxisomal targeting signal receptor,PEX5_YEAST,284.8280639648437,243.64064025878903,240.80604553222656,264.8263244628906,272.0527648925781,246.8779296875,271.24761962890625,265.7658996582031,259.76611328125,77.74753524835957,69.526421695972,72.96516372274577,201.20843140851989,181.37528558173642,169.63543680293796,271.24761962890625,265.7658996582031,259.76611328125,0.27641158441406577,0.28511458540716883,0.3988255734236208,0.004561686944351475,3.4177390282352677e-06,-1.8551100145211654,0.006612282667642264,5.4662611022134096,2.179648589103424
P35127,P35127,YUH1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Ubiquitin carboxyl-terminal hydrolase YUH1,UBL1_YEAST,224.8107452392578,209.5273284912109,264.0507507324219,296.57666015625,298.8851928710937,297.062255859375,228.0751800537109,224.8660888671875,250.4253845214844,87.0687775699952,76.38377785442789,87.79722092640732,158.81095698124273,155.980049149049,186.01013250991494,228.0751800537109,224.8660888671875,250.4253845214844,0.35721024748781594,0.334086125477056,0.5016956970845411,0.006658746767474382,0.0006425656967607911,-1.485154626444483,0.008926961685058589,3.192082462888373,2.0492963292345783
P35169,P35169,TOR1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Serine/threonine-protein kinase TOR1,TOR1_YEAST,86.87615966796875,91.44947814941406,98.6219253540039,36.4185676574707,50.69904708862305,50.87092590332031,75.36018371582031,78.32617950439453,75.81014251708984,10.691738740046347,12.956763475127289,15.034982843390932,61.37111480610876,68.07844207777809,69.47405887919987,75.36018371582031,78.32617950439453,75.81014251708984,0.1685580568396278,0.1628044150397699,0.1944640152963823,0.00035062902830893303,5.087739829588417e-06,-2.5686825071097257,0.001245096773555124,5.29347510519436,2.904796892272946
P35172,P35172,NTH2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Probable trehalase,TREB_YEAST,111.94929504394533,116.43158721923828,89.87657928466797,49.23704528808594,45.7561149597168,60.3353385925293,54.91386032104492,68.80390930175781,73.86099243164062,14.454978831218696,11.69353652816131,17.832205026361674,79.08329586463118,86.6760666865486,63.313413712730735,54.91386032104492,68.80390930175781,73.86099243164062,0.2225984206421066,0.1610699768557522,0.19199453162025815,0.008763161357296625,0.00744717330891822,-2.1674847382357187,0.011173291849783152,2.128008539236926,1.9518188571818034
P35176,P35176,CPR5,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Peptidyl-prolyl cis-trans isomerase D,CYPD_YEAST,517.292236328125,532.574951171875,492.2618103027344,956.99658203125,978.4994506835938,933.8457641601562,394.6709289550781,371.2538757324219,341.53179931640625,280.95441661601234,250.06753915685155,275.9995968857496,365.42592749650686,396.4688886052686,346.77305143044686,394.6709289550781,371.2538757324219,341.53179931640625,0.7287161860256213,0.42126951485602515,0.7279200347485115,0.006803226059898929,0.008668025387735312,-0.45657105912648155,0.009071674761703808,2.0620798253474657,2.042312528527155
P35177,P35177,SPT7,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Transcriptional activator SPT7,SPT7_YEAST,334.1905212402344,338.8819885253906,313.6566162109375,197.1863250732422,173.3536376953125,171.897216796875,258.7301330566406,286.3705749511719,278.4140014648437,57.88982945792702,44.302648869215204,50.80449509174317,236.07909148532104,252.27653884841644,220.95490576025938,258.7301330566406,286.3705749511719,278.4140014648437,0.18578535593718556,0.1774273930483493,0.21569815424059968,0.0005755846338171534,0.0002012878279620382,-2.4282913054887394,0.001630230245617296,3.696182486456348,2.7877510536700387
P35178,P35178,RRP1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Ribosomal RNA-processing protein 1,RRP1_YEAST,1244.3529052734375,1044.4459228515625,1101.3663330078125,624.6986694335938,644.49462890625,645.2477416992188,985.318359375,1149.7359619140625,1084.763671875,183.39861764081334,164.70850927693468,190.7039935664175,879.0366114330875,777.5249536804182,775.8557662740536,985.318359375,1149.7359619140625,1084.763671875,0.16734210493515647,0.18134287861464893,0.22151261361750105,0.001941536762909849,0.0023100611166299843,-2.5791276074397502,0.003468824972230164,2.6363765299502644,2.4598176129605664
P35179,P35179,SSS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein transport protein SSS1,SC61G_YEAST,6267.48095703125,5683.287109375,6877.45263671875,279.9224853515625,337.7649230957031,300.09002685546875,3800.81103515625,3902.6240234375,3017.532470703125,82.1794560673618,86.31996990191246,88.69208344702473,4427.478088685392,4230.853364245774,4844.810600758655,3800.81103515625,3902.6240234375,3017.532470703125,0.023989580111447893,0.01869079032399874,0.01904678987999091,0.0016747641015540824,0.0063632604741447486,-5.38144828334943,0.00314312087304821,2.196320298959528,2.5026389172679875
P35180,P35180,TOM20,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Mitochondrial import receptor subunit TOM20,TOM20_YEAST,455.1129150390625,392.0867309570313,401.8616333007813,53.80646514892578,57.92073822021485,43.36305236816406,243.9849853515625,291.5556640625,289.6182861328125,15.796466058425905,14.802355241751568,12.81601891090911,321.50116977262303,291.88415661937427,283.0907901363177,243.9849853515625,291.5556640625,289.6182861328125,0.052613912715267816,0.046191358582380715,0.04842832888757202,0.0015807571162736252,0.0034541191210185613,-4.248411847456938,0.003021018177996803,2.4616626891458124,2.519846661492707
P35181,P35181,APS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),AP-1 complex subunit sigma-1,AP1S1_YEAST,768.6435546875,663.9122924804688,934.421630859375,519.7116088867188,456.1472473144531,458.2673645019531,647.7537841796875,597.4682006835938,547.5391845703125,152.57658660955303,116.57402520707373,135.44164649307348,542.9856938887528,494.241361055225,658.2518356572178,647.7537841796875,597.4682006835938,547.5391845703125,0.22568106963044463,0.19265645286328661,0.23863007705524236,0.00996036959516726,0.0015940235855249885,-2.147642686085904,0.01246940359792882,2.7975052569753043,1.9041543179988139
P35182,P35182,PTC1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein phosphatase 2C homolog 1,PP2C1_YEAST,253.57611083984372,255.70713806152344,257.21453857421875,250.1084442138672,249.6595764160156,237.2149353027344,222.51856994628903,237.06141662597656,242.57708740234372,73.42666980659179,63.80356765420689,70.1092504046583,179.13140578400143,190.35804183544562,181.19437369883,222.51856994628903,237.06141662597656,242.57708740234372,0.2952893242131668,0.2735265332259075,0.37651276438285186,1.9001730220236146e-05,0.00020139034683813714,-1.7597988961640088,0.0002777535887070765,3.6959613501448767,3.55634032106176
P35183,P35183,AST1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Protein AST1,AST1_YEAST,239.02981567382807,254.4921417236328,247.0654296875,70.1496810913086,89.21984100341797,80.39080810546875,191.3456115722656,180.6105194091797,166.49789428710938,20.594496466199857,22.801224945096816,23.75963085337053,168.85560222582183,189.45355271765473,174.0448500423373,191.3456115722656,180.6105194091797,166.49789428710938,0.12471882298804135,0.11201718780947906,0.1261479234413889,0.0012854331545981061,0.0018051003737855006,-3.003248876855515,0.0026282506973368297,2.743498643858504,2.580333211685612
P35184,P35184,SQT1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Ribosome assembly protein SQT1,SQT1_YEAST,3142.85693359375,3081.9638671875,2722.52587890625,1789.93017578125,1791.6939697265625,1839.5972900390625,2757.152099609375,2282.09912109375,2374.361083984375,525.486504092442,457.88937502078477,543.6958970837312,2220.179096635093,2294.3301904394034,1917.8790368606324,2757.152099609375,2282.09912109375,2374.361083984375,0.2059821465483725,0.1918562009214188,0.23740354271129335,0.0034663061175632384,0.004390401037818281,-2.2794087972960435,0.0052991754421533805,2.3574958076493076,2.2757917018674774
P35187,P35187,SGS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),ATP-dependent helicase SGS1,SGS1_YEAST,512.4379272460938,500.8685302734375,668.513427734375,254.1472320556641,329.9463806152344,248.3329620361328,274.5343017578125,405.279052734375,262.41357421875,74.61237444047818,84.32184545072526,73.39520084139089,361.9967432287368,372.86543255162945,470.93322375568613,274.5343017578125,405.279052734375,262.41357421875,0.24657480449051128,0.1615502475572283,0.19267731558935,0.010621675332326658,0.03473945476763682,-2.019902705096562,0.013204575463981922,1.459177002045077,1.879275557093472
P35189,P35189,TAF14,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Transcription initiation factor TFIID subunit 14,TAF14_YEAST,1419.8409423828125,1622.074951171875,1707.0321044921875,1835.7451171875,1804.3284912109373,1874.518798828125,1644.2713623046875,1617.2275390625,1727.85205078125,538.9368239543676,461.1182819903438,554.017004399661,1003.0049879554787,1207.533797281453,1202.5160582748645,1644.2713623046875,1617.2275390625,1727.85205078125,0.31147781049059736,0.31287142945639584,0.45533171355234964,0.0050611112166670255,1.5510577221864384e-05,-1.6827987047855373,0.00718530023096158,4.809372039735982,2.143555080567224
P35191,P35191,MDJ1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),"DnaJ homolog 1, mitochondrial",MDJ1_YEAST,157.4771728515625,163.99462890625,147.9146270751953,39.80262756347656,53.111106872558594,59.49903869628906,137.45884704589844,135.63299560546875,126.6000518798828,11.68522878435506,13.573194944809343,17.58503526546922,111.2451297496521,122.08378955230143,104.19822441744503,137.45884704589844,135.63299560546875,126.6000518798828,0.10719121298388977,0.11263609408544097,0.12693337348373768,0.0011889273535644793,7.023289548288472e-05,-3.221741449391594,0.0025011898455764045,4.153459426609803,2.601853343152686
P35192,P35192,MAC1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Metal-binding activator 1,MAC1_YEAST,109.41859436035156,139.685302734375,132.31369018554688,142.21055603027344,67.12784576416016,107.8729476928711,106.77413177490234,94.05297088623048,89.86888122558594,41.750079944193075,17.15534453025694,31.882020801246437,77.29555659546556,103.98700991800003,93.20816917210689,106.77413177490234,94.05297088623048,89.86888122558594,0.3123106279688934,0.24854330208494663,0.3307486682526617,0.004463140552231418,0.0024016580048541133,-1.6789464296046885,0.006495843001019809,2.619488835892005,2.1873644801669316
P35193,P35193,ATG19,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Autophagy-related protein 19,ATG19_YEAST,26.113601684570312,26.657506942749023,38.9236946105957,33.01152801513672,23.694061279296875,21.73806381225586,18.732328414916992,23.246074676513672,14.092458724975586,9.691502320112807,6.055308046014783,6.424719241142651,18.44718796399153,19.844854000968784,27.419734926750085,18.732328414916992,23.246074676513672,14.092458724975586,0.3954198114497838,0.2522837440979466,0.3374057232360004,0.02227359587195969,0.03483871654093121,-1.3385429396413475,0.025593563734623823,1.4579378527877527,1.5918692372654961
P35194,P35194,UTP20,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),U3 small nucleolar RNA-associated protein 20,UTP20_YEAST,1498.3759765625,1388.6793212890625,1412.684814453125,611.519287109375,711.9883422851562,600.7152709960938,1260.4866943359375,1244.56884765625,1138.4576416015625,179.52942339102725,181.9573557647173,177.5423512116517,1058.4837593165053,1033.7852839851485,995.1635767074731,1260.4866943359375,1244.56884765625,1138.4576416015625,0.1479421380426375,0.14863775422736245,0.1745881438428939,0.0004444957006411692,0.0013525353324236912,-2.7568950641769066,0.0014225857165621266,2.868851380952473,2.8469215561396393
P35195,P35195,ECM15,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),UPF0045 protein ECM15,ECM15_YEAST,266.1800842285156,368.30084228515625,352.375244140625,881.7921752929688,1469.1578369140625,1238.08251953125,672.9442749023438,665.9644165039062,615.9242553710938,258.8759571744329,375.461309307266,365.91725252320606,188.03511309341326,274.1770436102543,248.2301817889253,672.9442749023438,665.9644165039062,615.9242553710938,0.5116828630568576,0.5847058844008942,1.4079320232057564,0.10877511882685445,0.005318502821474969,-0.966678178515942,0.11413652120159641,2.2742106060287175,0.9425753685662309
P35196,P35196,RER2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Dehydrodolichyl diphosphate synthase complex subunit RER2,RER2_YEAST,181.41595458984372,195.7517852783203,217.00653076171875,55.75231170654297,86.65823364257812,60.71434020996094,141.9482421875,128.71144104003906,122.93608856201172,16.36772638963758,22.146574757440828,17.944219555574918,128.15597995289966,145.72501500684803,152.86990637420638,141.9482421875,128.71144104003906,122.93608856201172,0.14344290449553093,0.11684068672480499,0.1322985388576173,0.0023323311310200563,0.0011842160864491418,-2.8014514889438207,0.003947802575013774,2.926569043736501,2.403644574018096
P35197,P35197,GCS1,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),ADP-ribosylation factor GTPase-activating protein GCS1,GCS1_YEAST,1698.584228515625,1716.5736083984375,1645.511962890625,1468.6689453125,1490.6270751953125,1480.6204833984375,1805.3385009765625,1752.537109375,1741.537353515625,431.17084687649754,380.94803654131147,437.59973246360215,1199.915006539048,1277.88216331494,1159.178292108346,1805.3385009765625,1752.537109375,1741.537353515625,0.23582208527667617,0.2557390734868449,0.3436148054755157,0.000266810669076042,1.0008082626794137e-06,-2.084229258558231,0.0010541854598119886,5.999649117761817,2.977082978224427
P35201,P35201,MIF2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Inner kinetochore subunit MIF2,CENPC_YEAST,64.34751892089844,50.33760452270508,55.45717239379883,25.730409622192383,26.251710891723636,48.50776290893555,42.96922302246094,47.570919036865234,41.618309020996094,7.553916451143638,6.708946782508924,14.336546271895537,45.456417344823535,37.473212129587594,39.06671712533442,42.96922302246094,47.570919036865234,41.618309020996094,0.2164024265702552,0.18990846917061824,0.23442840956032168,0.0008189384980631086,0.0005038894459518614,-2.20821141836013,0.002004712719228857,3.2976647379190274,2.697947854162392
P35202,P35202,THI80,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Thiamine pyrophosphokinase,THI80_YEAST,470.9559326171875,531.3729248046875,484.4613037109375,1052.408203125,1174.9158935546875,1111.1092529296875,600.485107421875,680.3177490234375,598.2041625976562,308.9652965356516,300.2641708303825,328.3901021711187,332.69300484427384,395.5740548230481,341.2779969352034,600.485107421875,680.3177490234375,598.2041625976562,0.49899737469565647,0.4671363560947412,0.876652707381546,0.14214409795727861,0.0042077201711268,-1.0028958695523227,0.14795295430775848,2.3759531500749573,0.8298763584739635
P35203,P35203,CTF13,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Centromere DNA-binding protein complex CBF3 subunit C,CBF3C_YEAST,34.18096923828125,13.080314636230469,1.4408777952194214,9.519685745239258,23.81880760192871,9.206256866455078,14.619075775146484,23.78731346130371,27.041866302490234,2.794782975342045,6.087188499189915,2.7209238200629597,24.146143145874593,9.73747975758607,1.0150240772879184,14.619075775146484,23.78731346130371,27.041866302490234,0.17728349211219885,0.24951635422954818,0.33247407273398066,0.36853107922063294,0.03177442980975794,-2.4958698900475307,0.37421558803632854,1.4979222340925256,0.42687812582275264
P35206,P35206,CSG2,Saccharomyces cerevisiae (strain ATCC 204508 / S288c),Mannosyl phosphorylinositol ceramide synthase regulatory protein CSG2,CSG2_YEAST,5.73818302154541,8.538704872131348,7.852804183959961,26.807432174682617,,,16.225208282470703,5.579751014709473,22.87491607666016,7.870108011906497,,,4.053571087161768,6.356534086579258,5.531895451087056,16.225208282470703,5.579751014709473,22.87491607666016,0.5284330772673356,0.5969389723196266,1.4810138696738449,,,-0.9202073199831847,,,
